W0,https://wiki.ros.org/power_msgs,Wiki,power_msgs,ROS messages for power measurement and breaker control. ,0,0,1,0,0
W1,https://wiki.ros.org/laptop_battery_monitor,Wiki,laptop_battery_monitor,Simple script to check battery status,1,0,0,0,0
W2,https://wiki.ros.org/ps3joy,Wiki,ps3joy,"f>
<n>: inactivity timeout in seconds (saves battery life).
<f>: file name to redirect output to.",1,0,0,0,0
W3,https://wiki.ros.org/turtlebot3_autorace_detect,Wiki,turtlebot3_autorace_detect,"----- parameter for HSL detection of traffic green light --------------#
gen.add(""hue_green_l"",",0,0,0,0,13
W4,https://wiki.ros.org/webui,Wiki,webui,"v_element"" objtype=PercentTextWidget topic=""/power_state"" num=""a"" div=""b""/></div>var PercentTex",0,0,1,0,0
W5,https://wiki.ros.org/rr_openrover_driver_msgs,Wiki,rr_openrover_driver_msgs,"2 reg_motor_charger_state
std_msgs/int32 reg_power_a_current
std_msgs/int32 reg_power_b_current",8,0,4,0,0
W6,https://wiki.ros.org/rl_env,Wiki,rl_env, --env type [options]taxi tworooms fourrooms energy fuelworld mcar cartpole car2to7 car7to2 carr,0,1,0,0,0
W7,https://wiki.ros.org/rl_experiment,Wiki,rl_experiment,lore dyna savedpolicytaxi tworooms fourrooms energy fuelworld mcar cartpole car2to7 car7to2 carr,0,1,0,0,0
W8,https://wiki.ros.org/rospatlite,Wiki,rospatlite,patlite ip>patlite ip~set/red~set/yellow~set/green~set/blue~set/white~set/buzzer~hoststring~por,0,0,0,0,1
W9,https://wiki.ros.org/mavros,Wiki,mavros,de~setpoint_velocity/cmd_vel_unstamped~state~battery~battery~extended_state~set_stream_rate~set_m,2,0,0,0,0
W10,https://wiki.ros.org/rosflight,Wiki,rosflight,udeattitudeairspeedattitudeattitude/eulerbarobatterygnssgnss_rawimu/dataimu/temperaturemagnetomet,1,0,0,0,0
W11,https://wiki.ros.org/turtlebot3_bringup,Wiki,turtlebot3_bringup,"or starting the TurtleBot3 




cmd_velmotor_powerresetsoundbattery_statecmd_vel_rc100diagnosti",1,0,1,0,0
W12,https://wiki.ros.org/linksys_access_point,Wiki,linksys_access_point,n access point for Linksys access points.  txpower_autoFalseManualWireless/Basic Wireless Setti,0,0,1,0,0
W13,https://wiki.ros.org/xbot_node,Wiki,xbot_node,motor_disabled/sensors/sound_enabled/sensors/battery/sensors/echo/sensors/infrared/sensors/imu_da,1,0,0,0,0
W14,https://wiki.ros.org/realsense_camera,Wiki,realsense_camera,r/image_rawuint16imu/data_rawget_settingsset_powertruefalsefalseforce_powertruefalsefalseis_pow,0,0,5,0,0
W15,https://wiki.ros.org/pr2_dashboard_aggregator,Wiki,pr2_dashboard_aggregator,_aggregatorpr2.launchpr2_dashboard_aggregatorpower_board/statepower_stateddwrt/accesspointpr2_e,0,0,2,0,0
W16,https://wiki.ros.org/ueye_cam,Wiki,ueye_cam,ble~auto_gainbool~master_gainint~red_gainint~green_gainint~blue_gainint~gain_boostbool~auto_exp,0,0,0,0,1
W17,https://wiki.ros.org/access_point_control,Wiki,access_point_control,enwepwpawpa2wpa_wpa2~encryption_passstring~txpower_autobool~txpowerinttxpower_autoFalse~bitrate,0,0,3,0,0
W18,https://wiki.ros.org/rr_openrover_basic,Wiki,rr_openrover_basic,_basic/raw_slow_rate_data/rr_openrover_basic/battery_status_a/rr_openrover_basic/battery_status_b,2,0,0,0,0
W19,https://wiki.ros.org/pr2_gazebo_plugins,Wiki,pr2_gazebo_plugins,kBaseline>GazeboRosPowerNode<robotNamespace><powerStateTopic><powerStateRate><fullChargeCapacit,0,0,13,0,0
W20,https://wiki.ros.org/pr2_run_stop_auto_restart,Wiki,pr2_run_stop_auto_restart," on, this node will automatically enable the power to the motors, and reset
   the motors. This",0,0,4,0,0
W21,https://wiki.ros.org/kobuki_auto_docking,Wiki,kobuki_auto_docking,s nest autonomously.~odom~core~dock_ir~motor_power~velocity~odom~core~dock_ir~motor_power~veloc,0,0,2,0,0
W22,https://wiki.ros.org/power_monitor,Wiki,power_monitor,The power_monitor collects messages from the ocean_bat,3,0,10,0,0
W23,https://wiki.ros.org/rr_openrover_driver,Wiki,rr_openrover_driver,"nostic data such as encoder
    readings and battery charge. 






 This code is for those worki",3,0,0,0,0
W24,https://wiki.ros.org/kobuki_node,Wiki,kobuki_node,apper for the Kobuki driver. ~commands/motor_power~commands/external_power~commands/reset_odome,6,0,6,0,0
